"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[tax]] [[return]] [[discrepancies]] [[missing]] [[information]] due [[refund]] [[submit]] [[required]] [[documents]] [[immediately]] [[avoid]] [[delays]] [[penalties]] please [[confirm]] [[information]] [[link]] please [[reply]] exit sms open [[sms]] activation link [[copy]] [[link]] open safari browser irs act [[secure]] refund","[[royalties]] [[reversal]] [[faults]] [[disappear]] [[prompts]] due [[returns]] [[interacting]] [[imperative]] [[textbooks]] [[quickly]] [[obstruct]] [[procrastination]] [[sentences]] please [[attest]] [[prompts]] [[liens]] please [[overreaction]] exit sms open [[sm]] activation link [[versions]] [[relation]] open safari browser irs act [[assurance]] refund",0.00706404447555542,0.4287906289100647,1,1,1,902,"Failed"
"[[hold]] paytm [[amount]] sometime [[complete]] paytm kyc paytm [[office]] [[ph]]","[[keeps]] paytm [[greatness]] sometime [[accomplish]] paytm kyc paytm [[salle]] [[ww]]",0.010466396808624268,0.4837149977684021,1,1,1,124,"Failed"
"private [[account]] [[statement]] [[shows]] unredeemed sim [[points]] [[call]] identifier codexx [[expires]]","private [[gl]] [[rhetoric]] [[portrays]] unredeemed sim [[things]] [[convening]] identifier codexx [[end]]",0.009198606014251709,0.4294596314430237,1,1,1,220,"Failed"
"biggest bogo specials otc get mind right [[reply]] stop end","biggest bogo specials otc get mind right [[riposte]] stop end",0.39750421047210693,0.8196777105331421,1,0,1,43,"Successful"
"sorry let know [[package]] could delivered [[reschedule]] delivery please [[visit]] preview [[available]]","sorry let know [[shitload]] could delivered [[reprogrammed]] delivery please [[toured]] preview [[doable]]",0.026837825775146484,0.5594987869262695,1,0,1,94,"Successful"
"wf [[fraud]] [[alerts]] noticed [[unusual]] activities [[account]] please [[confirm]] activities wellsfargoverifycomact make [[secure]]","wf [[hoodwink]] [[watchful]] noticed [[strange]] activities [[cont]] please [[stressing]] activities wellsfargoverifycomact make [[surest]]",0.01543891429901123,0.9518465399742126,1,0,1,245,"Successful"
"[[urgent]] please [[call]] [[landline]] [[complimentary]] [[lux]] [[costa]] [[del]] [[sol]] [[holiday]] £ [[cash]] [[await]] [[collection]] ppm [[sae]] tcs [[james]] ehrr","[[speedy]] please [[wondering]] [[static]] [[extra]] [[posh]] [[seaboard]] [[della]] [[loco]] [[bustling]] £ [[currencies]] [[esperanza]] [[pickup]] ppm [[tig]] tcs [[sung]] ehrr",0.005838453769683838,0.15541833639144897,1,1,1,278,"Failed"
"usps [[service]] [[package]] [[delayed]] due [[incomplete]] [[door]] [[number]] [[reply]] please [[reconfirm]] [[address]] please [[update]] timelyopen [[link]] [[browser]]","usps [[serves]] [[platoon]] [[procrastination]] due [[sketchy]] [[fatma]] [[chiffre]] [[replied]] please [[rehearse]] [[combat]] please [[freshen]] timelyopen [[liaison]] [[marine]]",0.011774778366088867,0.5154073238372803,1,0,1,363,"Successful"
"[[overdue]] [[final]] [[toll]] [[invoice]] put hold please deal promptly detailstinyurlcomrauchk","[[tard]] [[last]] [[levies]] [[inv]] put hold please deal promptly detailstinyurlcomrauchk",0.031987667083740234,0.6808239221572876,1,0,1,76,"Successful"
"mila age blonde new uk look sex uk guys u like fun [[text]] mtalk [[call]]","mila age blonde new uk look sex uk guys u like fun [[writing]] mtalk [[dawa]]",0.09936267137527466,0.5406055450439453,1,0,1,93,"Successful"
