"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"ur [[going]] bahamas callfreefone speak [[live]] [[operator]] [[claim]] either [[bahamas]] cruise of£ [[cash]] opt txt x","ur [[vaya]] bahamas callfreefone speak [[vive]] [[harvester]] [[calls]] either [[nassau]] cruise of£ [[liquid]] opt txt x",3.4332275390625e-05,0.5112652778625488,1,0,1,152,"Successful"
"[[last]] [[chance]] [[claim]] ur £ [[worth]] [[discount]] voucherstext yes nowsavamobmember [[offers]] [[mobile]] [[cs]] £ [[sub]] [[remove]] txt x [[stop]]","[[latest]] [[ability]] [[calls]] ur £ [[useful]] [[updating]] voucherstext yes nowsavamobmember [[provides]] [[portable]] [[mh]] £ [[undersea]] [[suppress]] txt x [[halt]]",0.00011903047561645508,0.09646761417388916,1,1,1,314,"Failed"
"link picture [[sent]] also use","link picture [[mailing]] also use",0.0001170039176940918,0.6651989221572876,1,0,1,55,"Successful"
"[[hello]] need extra [[hands]] [[team]] [[meet]] clients [[demand]] therefore [[well]] like join us purchasing [[agent]] youll working remotely compensated weekly visit learn offer tap hold pin","[[cheerio]] need extra [[mains]] [[pcs]] [[cater]] clients [[poser]] therefore [[satisfactorily]] like join us purchasing [[constabulary]] youll working remotely compensated weekly visit learn offer tap hold pin",6.479024887084961e-05,0.5967710018157959,1,0,1,214,"Successful"
"last chance [[claim]] [[ur]] £ [[worth]] [[discount]] [[vouchers]] [[today]] text shop savamob offers [[mobile]] [[cs]] savamob pobox muz","last chance [[allege]] [[dont]] £ [[worthwhile]] [[refunded]] [[pamphlets]] [[hoy]] text shop savamob offers [[notebook]] [[sm]] savamob pobox muz",0.007037997245788574,0.5679361820220947,1,0,1,185,"Successful"
"navyfed [[withdrawn]] atmsw [[dispute]] [[go]] bitlynavyauth","navyfed [[retreat]] atmsw [[feuding]] [[devote]] bitlynavyauth",2.6285648345947266e-05,0.6895037889480591,1,0,1,113,"Successful"
"courtsy [[reminder]] [[payment]] nab visa card [[overdue]] please refer [[statement]] payment options [[call]] [[thank]]","courtsy [[callback]] [[checkout]] nab visa card [[late]] please refer [[sermons]] payment options [[vocation]] [[recognizing]]",3.2007694244384766e-05,0.5381587147712708,1,0,1,214,"Successful"
"huge summer wine [[sale]] marlborough [[sauvignon]] [[blanc]] stock [[wont]] last get [[quick]] view [[deal]] [[reply]] stop [[opt]]","huge summer wine [[sells]] marlborough [[wines]] [[baek]] stock [[theyre]] last get [[hurry]] view [[discusses]] [[cater]] stop [[option]]",0.00014144182205200195,0.5163925290107727,1,0,1,288,"Successful"
"citi blocked account due unusual activity please [[visit]] [[verify]] [[account]]","citi blocked account due unusual activity please [[traveling]] [[ticked]] [[cont]]",0.0014270544052124023,0.8913374543190002,1,0,1,109,"Successful"
"free top polyphonic tones [[call]] [[national]] rate get toppoly tune sent every week [[text]] subpoly £ per pole unsub","free top polyphonic tones [[dawa]] [[nationalistic]] rate get toppoly tune sent every week [[schoolbooks]] subpoly £ per pole unsub",0.026012539863586426,0.8621212244033813,1,0,1,97,"Successful"
"[[cash]] [[prize]] [[claim]] [[call]] [[tc]] rstm sw ss ppm","[[funds]] [[trophy]] [[stating]] [[please]] [[tb]] rstm sw ss ppm",2.0384788513183594e-05,0.002152860164642334,1,1,1,192,"Failed"
"[[tried]] [[contact]] reply offer [[video]] [[handset]] anytime [[networks]] [[mins]] [[unlimited]] [[text]] [[camcorder]] reply call","[[experiments]] [[emailing]] reply offer [[soundtrack]] [[telephones]] anytime [[network]] [[minutes]] [[rampant]] [[write]] [[sony]] reply call",0.0002910494804382324,0.6302446126937866,1,0,1,190,"Successful"
"usps [[package]] arrived [[warehouse]] could [[delivered]] due [[incomplete]] [[address]] information please [[confirm]] [[address]] [[link]] please [[reply]] [[exit]] [[text]] [[message]] [[open]] [[activate]] [[link]] copy [[link]] [[open]] safari [[browser]] usps [[team]] [[wishes]] [[wonderful]] [[day]]","usps [[kits]] arrived [[storehouse]] could [[shipped]] due [[partial]] [[contend]] information please [[emphasizing]] [[cure]] [[links]] please [[response]] [[letting]] [[schoolbooks]] [[mail]] [[introductory]] [[enables]] [[relate]] copy [[relations]] [[inaugural]] safari [[sailor]] usps [[squad]] [[vow]] [[gorgeous]] [[nowadays]]",0.0028380751609802246,0.5494793653488159,1,0,1,769,"Successful"
"package [[arrived]] warehouse delivered due [[incomplete]] address information please [[confirm]] address link copy [[link]] safari browser [[open]] sincerely usps [[support]] [[team]]","package [[get]] warehouse delivered due [[inconclusive]] address information please [[vindicate]] address link copy [[liaison]] safari browser [[inaugural]] sincerely usps [[bolster]] [[pcs]]",0.00024366378784179688,0.6321605443954468,1,0,1,290,"Successful"
"todays vodafone [[numbers]] [[ending]] [[selected]] [[receive]] rs [[award]] [[match]] please [[call]] [[quoting]] [[claim]] [[code]] [[standard]] [[rates]] [[apply]]","todays vodafone [[name]] [[halt]] [[selections]] [[earn]] rs [[prices]] [[teaming]] please [[vocation]] [[quotes]] [[calls]] [[scrambling]] [[lambda]] [[rhythm]] [[implements]]",1.71661376953125e-05,0.12314677238464355,1,1,1,429,"Failed"
"uspostal [[package]] [[delivery]] [[paused]] due [[missing]] [[street]] [[information]] [[package]] [[delivery]] [[city]] uspkgoshomesddt","uspostal [[lots]] [[birthing]] [[stops]] due [[gone]] [[road]] [[notification]] [[bottling]] [[birthing]] [[stadt]] uspkgoshomesddt",9.012222290039062e-05,0.7748058438301086,1,0,1,276,"Successful"
"[[account]] [[limited]] locked account id service [[detected]] two unauthorized attempt unlock [[account]] [[required]] [[verify]] [[account]] [[click]] [[link]] [[unlock]] account [[account]] [[automatically]] [[unlock]] [[finishing]] [[verification]] [[best]] regards paypal service","[[bookkeeping]] [[cramped]] locked account id service [[saw]] two unauthorized attempt unlock [[count]] [[must]] [[controlling]] [[counting]] [[choose]] [[rapport]] [[freed]] account [[count]] [[continually]] [[liberation]] [[populate]] [[scrutiny]] [[most]] regards paypal service",6.586313247680664e-05,0.5453258156776428,1,0,1,508,"Successful"
"free msg [[bill]] [[paid]] [[march]] thanks [[heres]] [[little]] [[gift]] consensuscelebratedcomhtsjydwth","free msg [[invoice]] [[devotes]] [[trademarks]] thanks [[haha]] [[miniscule]] [[knack]] consensuscelebratedcomhtsjydwth",2.849102020263672e-05,0.926668643951416,1,0,1,181,"Successful"
"usps [[package]] [[arrived]] [[warehouse]] [[delivered]] due [[incomplete]] address [[information]] please [[confirm]] [[address]] [[link]] please [[reply]] [[exit]] thesms [[open]] sms activationlink [[copy]] [[link]] tosafari browser open us postal [[team]] wishesyou [[wonderful]] [[day]]","usps [[modules]] [[get]] [[storehouse]] [[shipped]] due [[unsatisfactory]] address [[informations]] please [[vindicate]] [[dissipating]] [[connects]] please [[solutions]] [[abandoning]] thesms [[inaugural]] sms activationlink [[versions]] [[relations]] tosafari browser open us postal [[squad]] wishesyou [[great]] [[dag]]",0.0007221698760986328,0.48714518547058105,1,1,1,617,"Failed"
"usps [[package]] arrived warehouse [[delivered]] due [[incomplete]] address information please [[confirm]] [[address]] [[link]] please reply exit sms open sms [[activation]] [[link]] copy [[link]] safari browser [[open]] us postal team [[wishes]] [[wonderful]] [[day]]","usps [[packets]] arrived warehouse [[dispatched]] due [[partial]] address information please [[emphasize]] [[contend]] [[links]] please reply exit sms open sms [[empowerment]] [[tied]] copy [[bound]] safari browser [[inaugural]] us postal team [[yearns]] [[marvelous]] [[nowadays]]",0.00862663984298706,0.5405319929122925,1,0,1,462,"Successful"
"[[customer]] service annoncement [[new]] [[years]] delivery [[waiting]] please [[call]] [[arrange]] delivery","[[subscriber]] service annoncement [[innovative]] [[centuries]] delivery [[anticipate]] please [[exhort]] [[organized]] delivery",8.618831634521484e-05,0.9146571755409241,1,0,1,175,"Successful"
"id package arrived warehouse [[delivered]] due [[incomplete]] address information please [[confirm]] address package arrived warehouse [[delivered]] due [[incomplete]] address information please confirm address link reply get secure link copy link safari browser [[open]] sincerely usps [[support]] [[team]]","id package arrived warehouse [[mailed]] due [[unfulfilled]] address information please [[insure]] address package arrived warehouse [[mailed]] due [[unfulfilled]] address information please confirm address link reply get secure link copy link safari browser [[inaugural]] sincerely usps [[promotes]] [[group]]",0.00023514032363891602,0.6608003973960876,1,0,1,269,"Successful"
"[[package]] [[wrong]] [[address]] [[transit]] warehouse please [[update]] [[address]] [[access]] upsshippingiokegllxboaom","[[stack]] [[unseemly]] [[solve]] [[straddling]] warehouse please [[refresh]] [[combating]] [[accessing]] upsshippingiokegllxboaom",6.473064422607422e-05,0.25429052114486694,1,1,1,174,"Failed"
"[[majestic]] [[mountains]] [[calm]] beaches adventure holidays [[quiet]] getaways [[manali]] ooty puri munnar holiday yearsemis [[frm]] rs [[tc]]","[[powerful]] [[mountaintops]] [[appease]] beaches adventure holidays [[restful]] getaways [[jodhpur]] ooty puri munnar holiday yearsemis [[non]] rs [[fairmont]]",3.93986701965332e-05,0.592512845993042,1,0,1,134,"Successful"
"upsvtgiovup ups package unable deliver recheck [[zip]] [[code]]","upsvtgiovup ups package unable deliver recheck [[compressing]] [[coding]]",7.742643356323242e-05,0.5399823784828186,1,0,1,37,"Successful"
"£ price [[claim]] [[call]]","£ price [[ask]] [[dawa]]",2.9742717742919922e-05,0.6220085620880127,1,0,1,104,"Successful"
"[[receive]] [[tax]] [[refund]] [[process]] due [[incomplete]] personal [[information]] please [[confirm]] [[information]] [[link]] [[mission]] [[irs]] [[help]] [[american]] [[taxpayers]] [[understand]] [[meet]] [[tax]] [[obligations]] [[provide]] [[highest]] [[quality]] [[service]]","[[enjoy]] [[charging]] [[returned]] [[addresses]] due [[defective]] personal [[report]] please [[validate]] [[report]] [[liens]] [[mandates]] [[sri]] [[allow]] [[usa]] [[payers]] [[confess]] [[answer]] [[taxes]] [[schoolwork]] [[bringing]] [[stricter]] [[qualifications]] [[department]]",2.6702880859375e-05,0.016318142414093018,1,1,1,615,"Failed"
"chatatwhatsappmehigikhaevalifa","chatatwhatsappmehigikhaevalifa",4.953145980834961e-05,4.953145980834961e-05,1,1,1,2,"Failed"
"[[dear]] vdafne customeryou [[winner]] [[guaranteed]] [[caller]] [[prize]] [[final]] [[attempt]] [[contact]] [[claim]] [[call]]","[[invaluable]] vdafne customeryou [[earn]] [[protected]] [[pastor]] [[winner]] [[last]] [[experiments]] [[interacts]] [[calls]] [[invite]]",2.282857894897461e-05,0.6472792625427246,1,0,1,322,"Successful"
"please call [[immediately]] [[urgent]] [[message]] [[waiting]]","please call [[faster]] [[pulsar]] [[ads]] [[retest]]",3.8564205169677734e-05,0.6213046908378601,1,0,1,136,"Successful"
"netflixmybillingyour [[payment]] unsuccessfulfollow [[link]] [[update]] [[payment]] [[details]]","netflixmybillingyour [[premiums]] unsuccessfulfollow [[connect]] [[newest]] [[checkout]] [[specification]]",2.5987625122070312e-05,0.2805044651031494,1,1,1,201,"Failed"
"[[urgent]] [[mobile]] [[number]] [[awarded]] £ [[prize]] [[guaranteed]] [[call]] [[land]] [[line]] [[claim]] [[valid]] hrs","[[quick]] [[itinerant]] [[numerals]] [[given]] £ [[recompense]] [[protects]] [[plea]] [[soils]] [[concord]] [[argue]] [[efficacious]] hrs",1.4960765838623047e-05,0.0005003213882446289,1,1,1,302,"Failed"
"[[congrats]] [[year]] [[special]] [[cinema]] pass call [[c]] suprman v [[matrix]] starwars etc free bxipwe pm","[[greet]] [[yr]] [[singular]] [[theaters]] pass call [[ch]] suprman v [[array]] starwars etc free bxipwe pm",1.895427703857422e-05,0.6220638751983643,1,0,1,109,"Successful"
"[[receive]] [[tax]] [[refund]] process due [[incomplete]] [[personal]] information please confirm information [[link]] please [[reply]] [[exit]] [[sms]] open sms [[activation]] [[link]] [[copy]] [[link]] open safari [[browser]] [[mission]] irs [[help]] [[american]] [[taxpayers]] [[understand]] [[meet]] [[tax]] [[obligations]] [[provide]] [[highest]] [[quality]] [[service]]","[[earn]] [[attorney]] [[returns]] process due [[deficient]] [[moveable]] information please confirm information [[contact]] please [[solution]] [[abandoning]] [[dt]] open sms [[lets]] [[ties]] [[versions]] [[ties]] open safari [[crewmen]] [[remit]] irs [[aides]] [[usa]] [[payers]] [[confess]] [[answer]] [[attorney]] [[debt]] [[introduces]] [[haut]] [[qualifications]] [[serves]]",2.6881694793701172e-05,0.5388463139533997,1,0,1,718,"Successful"
"onpoint cu security alert [[detected]] [[fraudulent]] withdrawal account tap [[link]] protect [[account]]","onpoint cu security alert [[detection]] [[scythe]] withdrawal account tap [[bind]] protect [[compte]]",5.918741226196289e-05,0.918018639087677,1,0,1,154,"Successful"
"reply name address receive post weeks completely free [[accommodation]] various [[global]] [[locations]] [[php]]","reply name address receive post weeks completely free [[hosting]] various [[universe]] [[stations]] [[pha]]",2.771615982055664e-05,0.7582731246948242,1,0,1,125,"Successful"
"rbc [[bank]] [[alert]] [[online]] [[account]] [[temporarily]] [[locked]] due [[suspicious]] actvity please [[login]] verify [[information]]","rbc [[lakeshore]] [[allergy]] [[onscreen]] [[bookkeeping]] [[initially]] [[shutdown]] due [[controversial]] actvity please [[logs]] verify [[info]]",5.6803226470947266e-05,0.0679706335067749,1,1,1,193,"Failed"
"[[urgent]] [[dear]] flpkart [[customer]] [[trying]] [[contact]] [[last]] [[weekends]] [[draw]] [[shows]] wn rs [[prize]] [[guaranteed]] [[call]] [[claim]] [[code]] k [[valid]] [[hrs]]","[[rapid]] [[sher]] flpkart [[subscriber]] [[strove]] [[call]] [[former]] [[mornings]] [[attract]] [[show]] wn rs [[prices]] [[sure]] [[request]] [[request]] [[encryption]] k [[profitable]] [[afternoon]]",2.1696090698242188e-05,0.4299941062927246,1,1,1,401,"Failed"
"rmo rhb [[rm]] [[charged]] card numer awgklia reference [[code]] [[call]] u [[perform]] txn","rmo rhb [[hrs]] [[load]] card numer awgklia reference [[cryptography]] [[dawa]] u [[wield]] txn",6.467103958129883e-05,0.6516314148902893,1,0,1,166,"Successful"
"citi [[alerts]] blocked access debit card due unusual activity [[verify]] details citiactvityorg","citi [[panic]] blocked access debit card due unusual activity [[controls]] details citiactvityorg",4.112720489501953e-05,0.7430903911590576,1,0,1,107,"Successful"
"[[congratulations]] [[weeks]] [[competition]] [[draw]] [[u]] £ [[prize]] [[claim]] [[call]] [[b]] tcsstop sms ppm","[[thanks]] [[weekend]] [[squabbles]] [[attracts]] [[umm]] £ [[prices]] [[dunning]] [[calls]] [[iv]] tcsstop sms ppm",1.627206802368164e-05,0.00913327932357788,1,1,1,278,"Failed"
"[[mila]] [[age]] [[blonde]] [[new]] [[uk]] [[look]] [[sex]] [[uk]] [[guys]] [[u]] like [[fun]] text mtalk [[call]]","[[gwyneth]] [[years]] [[blonds]] [[innovative]] [[english]] [[considering]] [[coitus]] [[english]] [[mercs]] [[ryu]] like [[amuse]] text mtalk [[vocation]]",4.4345855712890625e-05,0.5426848530769348,1,0,1,281,"Successful"
"[[identified]] [[unusual]] activity online banking [[log]] [[via]] [[secure]] [[link]] httpdefaultaspx�to [[avoid]] [[account]] suspension","[[specify]] [[peculiar]] activity online banking [[inscribe]] [[across]] [[varna]] [[bound]] httpdefaultaspx�to [[inhibit]] [[bookkeeping]] suspension",4.45246696472168e-05,0.5540069341659546,1,0,1,295,"Successful"
"hey [[john]] [[im]] [[hard]] [[time]] delivering [[parcel]] please [[fill]] [[missing]] details zskuyydcomajbdnxg","hey [[tsun]] [[lim]] [[rigid]] [[tiempo]] delivering [[shitload]] please [[refill]] [[squandered]] details zskuyydcomajbdnxg",7.855892181396484e-05,0.9808871746063232,1,0,1,184,"Successful"
"immediately ensure precise payment [[deadline]] [[november]]","immediately ensure precise payment [[calendars]] [[juli]]",6.0439109802246094e-05,0.9748873114585876,1,0,1,69,"Successful"
"bofaedddebitcard card [[starting]] temporarily [[blocked]] unblock [[card]]","bofaedddebitcard card [[starter]] temporarily [[hindering]] unblock [[cartography]]",0.0001386404037475586,0.6975795030593872,1,0,1,129,"Successful"
"[[dear]] customeruve [[selected]] [[stay]] fve [[star]] [[hotels]] tdays [[draw]] [[holiday]] [[valued]] inr dial [[claim]]","[[invaluable]] customeruve [[click]] [[residing]] fve [[sing]] [[cinemas]] tdays [[attract]] [[shindig]] [[utility]] inr dial [[demand]]",1.8656253814697266e-05,0.1587790846824646,1,1,1,245,"Failed"
"[[guess]] [[somebody]] [[know]] [[secretly]] [[fancies]] [[wan]] [[na]] [[find]] [[give]] us [[call]] [[landline]] dateboxessexcmxn pmin","[[hypotheses]] [[noone]] [[believe]] [[furtively]] [[indulges]] [[golf]] [[luo]] [[deems]] [[donner]] us [[exhort]] [[static]] dateboxessexcmxn pmin",5.817413330078125e-05,0.7011823654174805,1,0,1,274,"Successful"
"[[valued]] customer pleased [[advise]] following [[recent]] [[lucky]] draw [[mobile]] awarded [[rs]] bonus [[prize]] [[call]]","[[utility]] customer pleased [[recommends]] following [[newer]] [[glad]] draw [[portable]] awarded [[s]] bonus [[premiums]] [[summoning]]",1.6629695892333984e-05,0.7642764449119568,1,0,1,257,"Successful"
"[[new]] [[voicemail]] please call","[[ny]] [[msg]] please call",4.38690185546875e-05,0.999666154384613,1,0,1,34,"Successful"
"ntflixid yoursubscriptionisn hidrenewalyourbillnow unusaidmx","ntflixid yoursubscriptionisn hidrenewalyourbillnow unusaidmx",0.0003807544708251953,0.0003807544708251953,1,1,1,5,"Failed"
"[[dear]] [[valued]] netflix [[user]] [[monthly]] automatic [[payment]] [[failed]] avoid [[services]] [[suspension]] restore acces join [[us]] netflixhelpsupportlpagescosupport","[[invaluable]] [[utility]] netflix [[subscriber]] [[weekly]] automatic [[checkout]] [[miss]] avoid [[comforts]] [[deferment]] restore acces join [[ourselves]] netflixhelpsupportlpagescosupport",4.762411117553711e-05,0.5347912311553955,1,0,1,235,"Successful"
"[[loans]] [[purpose]] even [[bad]] [[credit]] [[tenants]] [[welcome]] [[call]] noworriesloanscom","[[payday]] [[destinies]] even [[maleficent]] [[fertiliser]] [[occupying]] [[bienvenidos]] [[praying]] noworriesloanscom",7.200241088867188e-05,0.4860384464263916,1,1,1,275,"Failed"
"[[christine]] [[urgent]] notice usps package da click anrvinfoycdfxpikip","[[christina]] [[quick]] notice usps package da click anrvinfoycdfxpikip",4.2498111724853516e-05,0.9697539806365967,1,0,1,29,"Successful"
"boa online profile probable association [[system]] [[vulnerability]] [[log]] [[verify]] [[details]] [[prevent]] [[identity]] theft","boa online profile probable association [[diets]] [[predisposition]] [[inscriptions]] [[checkups]] [[informations]] [[stave]] [[idem]] theft",3.36766242980957e-05,0.6722713708877563,1,0,1,231,"Successful"
